Provenance,Destination,Train,Numéro,Jour,Départ (réel),Départ (prévu),Retard (min),Cause,Arrêts
Metz Ville,Sarrebourg ,TER,834379,10-03-2023,17:17:00,17:17:00,0,,"['Peltre', 'Courcelles-sur-Nied', 'Sanry-sur-Nied', 'Rémilly', 'Morhange', 'Bénestroff', 'Berthelming', 'Sarrebourg']"
Metz Ville,Longwy ,TER,75052,10-03-2023,17:20:00,17:20:00,0,,['Longwy']
Metz Ville,Paris Est ,TGV INOUI,2680,10-03-2023,17:25:00,17:25:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Nancy,Luxembourg ,TER,88576,10-03-2023,17:29:30,17:29:30,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Forbach ,TER,23757,10-03-2023,17:33:00,17:33:00,0,,"['Rémilly', 'Faulquemont', 'Teting', 'Saint-Avold', 'Hombourg-Haut', 'Béning', 'Forbach']"
Metz Ville,Nancy ,TER,837566,10-03-2023,17:39:00,17:39:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Paris Est,Strasbourg ,OUIGO,7693,10-03-2023,18:04:00,18:04:00,0,,['Strasbourg']
Metz Ville,Forbach ,TER,23753,10-03-2023,18:13:00,18:13:00,0,,"['Rémilly', 'Herny', 'Faulquemont', 'Teting', 'Saint-Avold', 'Béning', 'Forbach']"
Metz Ville,Sarrebourg ,TER,834367,10-03-2023,18:17:00,18:17:00,0,,"['Peltre', 'Courcelles-sur-Nied', 'Sanry-sur-Nied', 'Rémilly', 'Morhange', 'Bénestroff', 'Berthelming', 'Sarrebourg']"
Metz Ville,Longwy ,TER,75054,10-03-2023,18:20:00,18:20:00,0,,['Longwy']
Metz Ville,Verdun ,TER,833486,10-03-2023,18:21:00,18:21:00,0,,"['Onville', 'Conflans - Jarny', 'Étain', 'Verdun']"
Metz Ville,Sarreguemines ,TER,834859,10-03-2023,18:34:00,18:34:00,0,,"['Faulquemont', 'Saint-Avold', 'Béning', 'Farschviller', 'Sarreguemines']"
Metz Ville,Luxembourg ,TER,88768,10-03-2023,18:42:00,18:42:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Verdun ,TER,75088,10-03-2023,18:55:00,18:55:00,0,,"['Conflans - Jarny', 'Étain', 'Étain', 'Verdun la Tour du Champ', 'Verdun']"
Metz Ville,Paris Est ,TGV INOUI,2226,10-03-2023,19:44:00,19:44:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Luxembourg (CFL),Paris Est ,TGV INOUI,2886,10-03-2023,19:44:00,19:44:00,0,,"['Champagne-Ardenne TGV', 'Paris Est']"
Metz Ville,Longwy ,TER,75056,10-03-2023,20:26:00,20:26:00,0,,['Longwy']
Metz Ville,Luxembourg ,TER,88776,10-03-2023,20:32:00,20:32:00,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg', 'Howald', 'Luxembourg (CFL)']"
Metz Ville,Nancy ,TER,837584,10-03-2023,20:35:00,20:35:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Pompey', 'Frouard', 'Nancy']"
Metz Ville,Nancy ,TER,429086,10-03-2023,22:25:00,22:25:00,0,,"['Ars-sur-Moselle', 'Ancy-sur-Moselle', 'Novéant-sur-Moselle', 'Pagny-sur-Moselle', 'Vandières', 'Pont-à-Mousson', 'Dieulouard', 'Belleville', 'Marbache', 'Pompey', 'Frouard', 'Champigneulles', 'Nancy']"
Metz Ville,Longwy ,TER,75058,10-03-2023,22:37:00,22:37:00,0,,['Longwy']
Metz Ville,Luxembourg ,TER,429147,10-03-2023,22:46:00,22:46:00,0,,"['Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg', 'Luxembourg (CFL)']"
Metz Ville,Lorraine TGV ,SNCF,68130,11-03-2023,05:53:00,05:53:00,0,,['Lorraine TGV']
Bettembourg,Nancy ,TER,88600,11-03-2023,06:32:00,06:32:00,0,,"['Pagny-sur-Moselle', 'Pont-à-Mousson', 'Nancy']"
Metz Ville,Strasbourg ,TER,830301,11-03-2023,06:42:00,06:42:00,0,,"['Morhange', 'Réding', 'Saverne', 'Brumath', 'Strasbourg']"
Metz Ville,Lorraine TGV ,SNCF,68134,11-03-2023,07:15:00,07:15:00,0,,['Lorraine TGV']
Metz Ville,Bettembourg ,TER,88716,11-03-2023,07:45:00,07:45:00,0,,"['Metz Nord', 'Woippy', 'Maizières-lès-Metz', 'Hagondange', 'Uckange', 'Thionville', 'Hettange-Grande', 'Bettembourg']"
Nancy,Bettembourg ,TER,88571,11-03-2023,08:30:30,08:30:30,0,,"['Hagondange', 'Uckange', 'Thionville', 'Bettembourg']"
Metz Ville,Longwy ,TER,75044,11-03-2023,09:20:00,09:20:00,0,,['Longwy']
Metz Ville,Forbach ,TER,23803,11-03-2023,09:38:00,09:38:00,0,,"['Rémilly', 'Faulquemont', 'Teting', 'Saint-Avold', 'Béning', 'Forbach']"
Metz Ville,Strasbourg ,TER,830311,11-03-2023,09:43:00,09:43:00,0,,"['Morhange', 'Réding', 'Saverne', 'Brumath', 'Strasbourg']"
Boulogne-Ville,Paris Nord ,TGV INOUI,7516,10-03-2023,10:51:30,10:51:30,0,,"['Arras', 'Paris Nord']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9116,10-03-2023,11:37:00,11:37:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Paris Nord,Dunkerque ,TGV INOUI,7265,10-03-2023,12:20:00,12:20:00,0,,['Dunkerque']
Boulogne-Ville,Paris Nord ,TGV INOUI,7520,10-03-2023,13:03:00,13:03:00,0,,"['Douai', 'Arras', 'Paris Nord']"
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9135,10-03-2023,13:35:00,13:35:00,0,,['St Pancras International']
St Pancras International,Amsterdam Centraal ,Eurostar,9126,10-03-2023,13:39:00,13:39:00,0,,"['Bruxelles-Midi - Brussel-Zuid', 'Rotterdam Centraal', 'Amsterdam Centraal']"
Bruxelles-Midi - Brussel-Zuid,Strasbourg ,TGV,9874,10-03-2023,14:02:00,14:02:00,0,,"['Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Champagne-Ardenne TGV', 'Lorraine TGV', 'Strasbourg']"
Bruxelles-Midi - Brussel-Zuid,Marseille - Saint-Charles ,TGV,9830,10-03-2023,14:02:00,14:02:00,0,,"['Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Lyon Part Dieu', 'Avignon TGV', 'Aix-en-Provence TGV', 'Marseille - Saint-Charles']"
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9141,10-03-2023,15:30:00,15:30:00,0,,['St Pancras International']
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9132,10-03-2023,15:37:00,15:37:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Lille Europe,Dunkerque ,TER,844509,10-03-2023,15:50:00,15:50:00,0,,['Dunkerque']
Bruxelles-Midi - Brussel-Zuid,Nantes ,TGV,9832,10-03-2023,15:52:00,15:52:00,0,,"['Aéroport Charles de Gaulle 2 TGV', 'Marne-la-Vallée - Chessy', 'Massy TGV', 'Le Mans', 'Angers-Saint-Laud', 'Nantes']"
Amsterdam Centraal,St Pancras International ,Eurostar,9145,10-03-2023,16:35:00,16:35:00,0,,['St Pancras International']
Lille Europe,Boulogne-Ville ,TER,844405,10-03-2023,16:55:00,16:55:00,0,,"['Calais - Fréthun', 'Boulogne-Ville']"
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9142,10-03-2023,17:38:00,17:38:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Lille Europe,Dunkerque ,TER,844513,10-03-2023,17:50:00,17:50:00,0,,['Dunkerque']
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9153,10-03-2023,18:36:00,18:36:00,0,,['St Pancras International']
Dunkerque,Paris Nord ,TGV INOUI,7238,10-03-2023,18:51:30,18:51:30,0,,"['Arras', 'Paris Nord']"
Amsterdam Centraal,St Pancras International ,Eurostar,9167,10-03-2023,21:34:00,21:34:00,0,,['St Pancras International']
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9158,10-03-2023,22:13:00,22:13:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Strasbourg,Bruxelles-Midi - Brussel-Zuid ,TGV,9890,11-03-2023,09:09:00,09:09:00,0,,['Bruxelles-Midi - Brussel-Zuid']
St Pancras International,Bruxelles-Midi - Brussel-Zuid ,Eurostar,9110,11-03-2023,09:30:00,09:30:00,0,,['Bruxelles-Midi - Brussel-Zuid']
Bruxelles-Midi - Brussel-Zuid,St Pancras International ,Eurostar,9117,11-03-2023,09:31:00,09:31:00,0,,['St Pancras International']
Lille Europe,Rang-du-Fliers - Verton - Berck ,TER,844414,11-03-2023,10:05:00,10:05:00,0,,"['Calais - Fréthun', 'Boulogne-Ville', 'Étaples - Le Touquet', 'Rang-du-Fliers - Verton - Berck']"
Grasse,Ventimiglia - Stazione ,TER,86031,10-03-2023,10:20:00,10:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Grasse ,TER,86026,10-03-2023,10:44:00,10:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Nice,Marseille - Saint-Charles ,TER,17482,10-03-2023,11:25:00,11:25:00,0,,"['Nice Saint-Augustin', 'Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Les Arcs - Draguignan', 'Toulon', 'Marseille - Saint-Charles']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86037,10-03-2023,11:28:30,11:28:30,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86032,10-03-2023,12:14:00,12:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86043,10-03-2023,12:28:30,12:28:30,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Grasse,Ventimiglia - Stazione ,TER,86045,10-03-2023,12:50:00,12:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86049,10-03-2023,13:21:00,13:21:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Marseille - Saint-Charles ,TER,17486,10-03-2023,13:25:00,13:25:00,0,,"['Nice Saint-Augustin', 'Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Les Arcs - Draguignan', 'Toulon', 'Marseille - Saint-Charles']"
Ventimiglia - Stazione,Grasse ,TER,86038,10-03-2023,13:43:30,13:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86051,10-03-2023,13:50:00,13:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Marseille - Saint-Charles ,TER,17488,10-03-2023,14:25:00,14:25:00,0,,"['Nice Saint-Augustin', 'Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Les Arcs - Draguignan', 'Toulon', 'Marseille - Saint-Charles']"
Ventimiglia - Stazione,Grasse ,TER,86044,10-03-2023,14:43:30,14:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86057,10-03-2023,14:50:00,14:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Paris - Gare de Lyon - Hall 1 & 2 ,OUIGO,7856,10-03-2023,15:02:00,15:02:00,0,,"['Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Toulon', 'Aix-en-Provence TGV', 'Paris - Gare de Lyon - Hall 1 & 2']"
Ventimiglia - Stazione,Cannes ,TER,86046,10-03-2023,15:14:00,15:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Cannes,Ventimiglia - Stazione ,TER,86059,10-03-2023,15:20:00,15:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86050,10-03-2023,15:43:30,15:43:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86061,10-03-2023,15:50:00,15:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Paris - Gare de Lyon - Hall 1 & 2 ,TGV INOUI,6168,10-03-2023,16:01:00,16:01:00,0,,"['Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Toulon', 'Marseille - Saint-Charles', 'Paris - Gare de Lyon - Hall 1 & 2']"
Nice,Menton ,TER,881145,10-03-2023,16:03:00,16:03:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton']"
Ventimiglia - Stazione,Grasse ,TER,86052,10-03-2023,16:14:00,16:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Nice,Ventimiglia - Stazione ,TER,86055,10-03-2023,16:33:00,16:33:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Grasse,Ventimiglia - Stazione ,TER,86065,10-03-2023,16:50:00,16:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86056,10-03-2023,17:13:30,17:13:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86073,10-03-2023,17:34:00,17:34:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Monaco Monte Carlo', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86058,10-03-2023,17:44:00,17:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Grasse,Ventimiglia - Stazione ,TER,86071,10-03-2023,17:50:00,17:50:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86062,10-03-2023,18:14:00,18:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86075,10-03-2023,18:20:00,18:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Ventimiglia - Stazione,Grasse ,TER,86064,10-03-2023,18:44:00,18:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Ventimiglia - Stazione,Cannes ,TER,86066,10-03-2023,19:14:30,19:14:30,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Grasse ,TER,86070,10-03-2023,19:44:00,19:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Ventimiglia - Stazione,Cannes ,TER,86072,10-03-2023,20:14:00,20:14:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes']"
Ventimiglia - Stazione,Grasse ,TER,86074,10-03-2023,20:44:00,20:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Nice,Ventimiglia - Stazione ,TER,86007,11-03-2023,06:20:00,06:20:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Nice,Marseille - Saint-Charles ,TER,17474,11-03-2023,06:25:00,06:25:00,0,,"['Nice Saint-Augustin', 'Antibes', 'Cannes', 'Saint-Raphaël - Valescure', 'Les Arcs - Draguignan', 'Toulon', 'Marseille - Saint-Charles']"
Ventimiglia - Stazione,Grasse ,TER,86004,11-03-2023,06:44:00,06:44:00,0,,"['Nice Saint-Augustin', 'Saint-Laurent-du-Var', 'Cros de Cagnes', 'Cagnes-sur-Mer', 'Villeneuve-Loubet - Plage', 'Biot', 'Antibes', 'Juan les Pins', 'Le Golfe Juan - Vallauris', 'Cannes', 'Le Bosquet', 'La Frayère', 'Ranguin', 'Mouans-Sartoux', 'Grasse']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86009,11-03-2023,06:58:00,06:58:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
Cannes la Bocca,Ventimiglia - Stazione ,TER,86011,11-03-2023,07:21:00,07:21:00,0,,"['Nice Riquier', 'Villefranche-sur-Mer', 'Beaulieu-sur-Mer', 'Èze', 'Cap-d\'Ail"", \'links\': [], \'coord\': {\'lat\': \'43.7206\', \'lon\': \'7.394384\'}, \'label\': ""Cap-d\'Ail (Cap-d\'Ail)"", \'equipments\': [], \'id\': \'stop_point:SNCF:87756395:Train\'', 'Monaco Monte Carlo', 'Roquebrune-Cap-Martin', 'Carnoles', 'Menton', 'Menton Garavan', 'Ventimiglia - Stazione']"
